0.2006051, 0.15938608
0.20190996, 0.19874068
0.14767528, 0.20857932
0.1862067, 0.10428966
0.19863546, 0.12987015
0.10208315, 0.16725701
0.13267899, 0.22038569
0.1624142, 0.19283749
0.19970328, 0.11609604
0.19421226, 0.062967345
0.122921646, 0.041322317
0.07180834, 0.0669028
0.04652673, 0.106257394
0.0698725, 0.18890202
0.11391485, 0.22628887
0.19405282, 0.24203072
0.23015773, 0.24793391
0.24202722, 0.21645023
0.2438907, 0.22038569
0.20772326, 0.22432116
0.20759165, 0.23219208
0.20948213, 0.25186938
0.21469206, 0.22825661
0.23658508, 0.20857932
0.21491301, 0.19283749
0.19698751, 0.22038569
0.18232745, 0.11216058
0.204252, 0.13970879
0.109120786, 0.049193237
0.13630217, 0.06887053
0.056892216, 0.09051555
0.06458259, 0.21645023
0.10157257, 0.11216058
0.20773369, 0.15151516
0.12665331, 0.20464386
0.16037726, 0.22432116
0.20645177, 0.1810311
0.20104277, 0.12003149
0.18297005, 0.053128697
0.12456834, 0.08461238
0.059295416, 0.123966955
0.08463073, 0.074773714
0.12309921, 0.0865801
0.08402532, 0.13970879
0.10347748, 0.09445101
0.1484183, 0.11412831
0.10228908, 0.12199922
0.12613398, 0.14364426
0.1323393, 0.1810311
0.14534074, 0.20070839
0.18453276, 0.1869343
0.200243, 0.1869343
0.18725067, 0.21054704
0.18540096, 0.19677295
0.20303762, 0.12790242
0.18810272, 0.13774106
0.12780172, 0.14561197
0.13709533, 0.15938608
0.1413979, 0.12987015
0.15220225, 0.16332154
0.13528442, 0.17512791
0.16449702, 0.09051555
0.1744107, 0.1338056
0.0960179, 0.11216058
0.13891411, 0.12003149
0.116132736, 0.13774106
0.11774206, 0.14167652
0.14610338, 0.123966955
0.14484847, 0.1731602
0.13143349, 0.098386474
0.17509466, 0.14561197
0.105938554, 0.19874068
0.14785868, 0.23612753
0.1979295, 0.17709565
0.22223943, 0.17512791
0.18073708, 0.19283749
0.17469138, 0.17709565
0.18564612, 0.1810311
0.16457176, 0.15151516
0.1765374, 0.15741836
0.15045053, 0.12003149
0.15358692, 0.06887053
0.12179297, 0.062967345
0.07474023, 0.11216058
0.072986126, 0.15151516
0.11590397, 0.17709565
0.15409106, 0.19677295
0.18305135, 0.12199922
0.20174837, 0.13577333
0.12987435, 0.12790242
0.13861448, 0.1338056
0.12910485, 0.13774106
0.12882471, 0.10232193
0.1429928, 0.05903188
0.109544754, 0.11019284
0.07158148, 0.15545063
0.117111385, 0.17709565
0.15658075, 0.16922475
0.17889851, 0.20267613
0.177329, 0.20661157
0.20270503, 0.14954743
0.2018618, 0.19086975
0.14799678, 0.24596618
0.18659145, 0.14561197
0.2326631, 0.15545063
0.13870716, 0.07674145
0.15658444, 0.12987015
0.08201975, 0.09051555
0.117535174, 0.13774106
0.09827757, 0.11806376
0.13658357, 0.108225115
0.1296913, 0.15938608
0.11465806, 0.108225115
0.16560215, 0.12199922
0.11435735, 0.15741836
0.12892997, 0.20267613
0.16221255, 0.19283749
0.19604099, 0.18890202
0.19374645, 0.16725701
0.18914706, 0.14757971
0.16647428, 0.22038569
0.14390773, 0.28728852
0.2105192, 0.23022434
0.2703619, 0.1534829
0.2208038, 0.24203072
0.15508282, 0.19874068
0.2280888, 0.22628887
0.17844528, 0.14364426
0.20724231, 0.2144825
0.14573193, 0.27744988
0.19925094, 0.21054704
0.2616493, 0.33254626
0.19059616, 0.20661157
0.3165747, 0.12790242
0.19662637, 0.21645023
0.11505693, 0.123966955
0.20607817, 0.20661157
0.08561766, 0.14167652
0.19297045, 0.14954743
0.14631325, 0.21054704
0.13829255, 0.1534829
0.20864958, 0.18890202
0.14544803, 0.22432116
0.18711317, 0.24399844
0.21862221, 0.17512791
0.22711962, 0.2597403
0.17379653, 0.16922475
0.24674028, 0.12199922
0.16171134, 0.22432116
0.11350274, 0.2597403
0.21636218, 0.2813853
0.23093438, 0.14364426
0.26528442, 0.25383708
0.14863288, 0.1534829
0.23819369, 0.12199922
0.14429909, 0.11019284
0.08896047, 0.19677295
0.11658436, 0.26170802
0.17603463, 0.16332154
0.25044024, 0.20070839
0.16526592, 0.16922475
0.20106351, 0.14364426
0.16471416, 0.20464386
0.12607199, 0.22038569
0.19956106, 0.2597403
0.2087174, 0.22432116
0.24728835, 0.17906338
0.21912509, 0.12987015
0.17240232, 0.16528927
0.12700105, 0.19086975
0.15377015, 0.2597403
0.17943633, 0.24596618
0.2453382, 0.21645023
0.23970115, 0.21645023
0.20978582, 0.23022434
0.20775938, 0.1810311
0.21261322, 0.22628887
0.16890794, 0.2676112
0.21362263, 0.26957893
0.25094944, 0.20464386
0.24839187, 0.22628887
0.19786918, 0.14954743
0.21320796, 0.18890202
0.13970077, 0.27941757
0.17182821, 0.3089335
0.26284498, 0.20661157
0.28027403, 0.20661157
0.20244831, 0.19086975
0.19915295, 0.1869343
0.1763112, 0.22235343
0.15771145, 0.17512791
0.2109834, 0.18496656
0.16795892, 0.23415978
0.1787607, 0.23022434
0.22389346, 0.26367572
0.2142939, 0.24793391
0.25117564, 0.19874068
0.23649609, 0.31090125
0.18687397, 0.2676112
0.28892118, 0.23415978
0.24528712, 0.1948052
0.21475762, 0.24793391
0.18765819, 0.35025582
0.22224265, 0.29515943
0.31873643, 0.2676112
0.2709353, 0.26367572
0.2532946, 0.20661157
0.24509442, 0.27941757
0.1789844, 0.22628887
0.25298148, 0.25580484
0.20838583, 0.29515943
0.2324056, 0.28925622
0.27713406, 0.24793391
0.26033914, 0.24596618
0.23244405, 0.26564348
0.22812206, 0.29122394
0.241278, 0.3384495
0.26274502, 0.19086975
0.3111831, 0.23809527
0.17898118, 0.25186938
0.22005904, 0.22038569
0.23024869, 0.32270762
0.14821666, 0.3069658
0.3032617, 0.26170802
0.28409773, 0.21645023
0.24020505, 0.21841797
0.20512778, 0.29515943
0.19594765, 0.25186938
0.2647243, 0.29515943
0.22935432, 0.27941757
0.27543676, 0.27548212
0.2618789, 0.30499807
0.24765426, 0.26170802
0.2816087, 0.3069658
0.23699623, 0.29909486
0.27994454, 0.3423849
0.2738797, 0.33451402
0.3066187, 0.29515943
0.3071851, 0.26564348
0.26616937, 0.29909486
0.24180144, 0.25580484
0.26673526, 0.24596618
0.22615528, 0.27744988
0.22240734, 0.29122394
0.25548053, 0.31877217
0.26145178, 0.31090125
0.29245096, 0.3758363
0.28725207, 0.43683594
0.34242404, 0.31286898
0.3961504, 0.25580484
0.28019458, 0.27744988
0.2320391, 0.31090125
0.24555582, 0.47225505
0.2330674, 0.3541913
0.4207275, 0.3876427
0.3246101, 0.49586782
0.35333902, 0.40338454
0.44831908, 0.37977177
0.2821272, 0.31090125
0.3389681, 0.33451402
0.27474004, 0.3620622
0.2644478, 0.26170802
0.31596458, 0.28728852
0.22007507, 0.24596618
0.2599619, 0.33451402
0.22059196, 0.33648172
0.28219295, 0.27548212
0.30867106, 0.28728852
0.24789155, 0.26170802
0.26648372, 0.29122394
0.23410594, 0.29712716
0.25573623, 0.25777256
0.2717967, 0.2676112
0.23370361, 0.38370726
0.24692261, 0.4466746
0.34815794, 0.3384495
0.40046626, 0.26564348
0.30995095, 0.3030303
0.24506968, 0.33451402
