,0
0,-0.0007244176946068423
1,0.0004243203016269003
2,0.00013226618414681265
3,1.4204855074505879e-05
4,-0.0005083743868865958
5,2.7330106090030753e-05
6,-0.000203368415693256
7,-0.00014018693665870165
8,-0.00031864231879300713
9,-0.0004213052851182945
10,-7.195845523086626e-06
11,6.977552355601771e-05
12,-0.00011349994591776246
13,-0.00019696661365653918
14,0.0007187995497529311
15,0.0007072646422420325
16,0.0005439501554461508
17,-0.0002442671197783837
18,-8.919103229585584e-05
19,0.0002861394328731486
20,-0.0004856196542798014
21,0.00029706196523588557
22,0.00037592466084780007
23,0.00011385377242382447
24,-1.1353359944075045e-05
25,-3.0459993112513776e-05
26,0.00011224637428549353
27,0.00013706421083341307
28,-0.0001958253878942167
29,0.00029805614966520275
30,0.00020523673783609924
31,-0.0003458164833624547
32,0.0007513632185162525
33,0.00012881012718036924
34,6.075903828044479e-05
35,-3.6154990026044435e-05
36,0.0002037415281711648
37,0.00021311440301997488
38,4.1453509920316717e-07
39,-0.00044406732006307834
40,6.33913618970886e-05
41,0.00023867960776057103
42,2.04966083770472e-05
43,-0.00022413217370434153
44,-0.00029471807354806496
45,-0.00016190269313149215
46,0.00043328738738320974
47,-5.02381962521702e-05
48,-0.0005817438862820374
49,-0.00036239766730880753
50,-0.00011049579112284775
51,-0.0002305876097429424
52,-0.00023380709493443997
53,3.3028733475592704e-05
54,0.00017079632878810446
55,1.117378167958194e-06
56,0.00012474989090115264
57,9.071588405134736e-05
58,0.00022456332120477824
59,-0.0003210476090882799
60,0.0003921151926506549
61,-0.00019103956080149912
62,-2.4968479364031748e-05
63,0.000515495616259768
64,5.437912845298069e-05
65,-0.0002369877396877956
66,3.3903480451128904e-05
67,4.594301413138494e-06
68,-0.0002446095572320502
69,9.475273878333541e-05
70,0.00029169694663208677
71,0.0007122277199182612
72,6.848555744068678e-05
73,0.0002532754337638078
74,0.0003180392644145503
75,0.00041876618533670453
76,0.0002876213303537843
77,-0.00024595389624340846
78,0.00010743733037082774
79,-7.425836889336077e-05
80,-0.0002816722566224283
81,-0.0006112255914552446
82,0.0003410630363548425
83,-0.0007758054688313729
84,0.0002631204354575969
85,-9.731310414665264e-05
86,-0.00018639356574106096
87,-0.0004394181758603749
88,0.00030110823074192596
89,-0.00041291369830719104
90,4.750850754794056e-05
91,0.00017422787313081501
92,-0.00014441292151257064
93,1.5059297407502884e-05
94,0.00036826582904882866
95,-0.00010327249882909851
96,0.00020331720859593705
97,-0.00021482059954822883
98,-0.00021078840854920573
99,-0.00046664100755114586
100,-0.00011927304202157533
101,-0.00022976795271017396
102,5.9131774921363e-05
103,0.00018683549593344706
104,3.054815776824434e-05
105,3.3990258359147666e-05
106,-9.47084517821191e-05
107,0.00022588670714893062
108,-0.00022323028426638136
109,8.010919487012798e-05
110,0.00013657639421018347
111,0.0005504450998503306
112,-5.247717011822011e-05
113,0.00010195226576879491
114,-0.00011542692689949518
115,0.00020163765820228142
116,-0.0003817874753393641
117,0.0002075290073435692
118,-3.92415609150756e-05
119,0.0006050741394331805
120,0.0003844264823764661
121,-7.54517458947033e-05
122,-0.00018661659105839352
123,0.00032894019189156726
124,-0.00021530041980455825
125,0.0002689056215287577
126,-0.000227007504365598
127,0.00034640324826366306
128,-8.256949135553463e-05
129,0.0005292590095378873
130,4.197266207753487e-06
131,0.0005525611956909935
132,6.208303663912794e-05
133,0.00011410974974290155
134,0.000649531889537964
135,-0.00039970969903515256
136,-6.803056811730825e-05
137,-8.272082151811625e-05
138,-0.0009406754399868893
139,-0.00012464400882073958
140,0.0008220145401175612
141,0.00019572212638986153
142,2.829823688205311e-05
143,-0.000649835548560614
144,0.00020563438060158904
145,6.304710120030659e-05
146,0.00015788395560947143
147,0.00012407464609134989
148,0.0004236067971768441
149,-0.0003571984693279459
150,-0.00033978913938790954
151,-9.394044282724803e-05
152,0.00018160227850596224
153,0.00043793355123746615
154,-0.0002339919438861458
155,3.813862881213816e-05
156,1.553417554212481e-05
157,0.00038365951011195713
158,-0.00028723530146012016
159,0.0001777830813879073
160,-0.000410163968690296
161,2.790883544840248e-05
162,0.0002752460102909614
163,-0.00024168487429855303
164,0.0002591670699860448
165,-6.49147831970679e-05
166,0.0001076458453886563
167,0.00015426849403670696
168,-9.413595372283918e-05
169,0.000601159881874649
170,0.0002362227823582167
171,-0.0004286787481786067
172,-0.00013892440381002653
173,-0.0005619906368917255
174,6.554882531169113e-05
175,-0.0003122311758051649
176,-7.589760713890885e-05
177,0.0007905843131330151
178,7.494766587854078e-05
179,4.959721468813992e-05
180,-0.00022495039249646238
181,-0.00019681424719710747
182,-7.87126301623544e-05
183,0.00021374060456216554
184,0.00032942432950116884
185,-8.72030877099634e-05
186,-0.00036849043525972997
187,-0.00011029901483561233
188,0.00015334356854659914
189,-1.3086272747739924e-05
190,6.94541021409019e-08
191,-3.5294593443607424e-05
192,-0.00027984100701869326
193,-0.00022497079625154304
194,0.0005477915289276321
195,8.204655608517358e-05
196,7.409126824794242e-05
197,-0.00010416760884409273
198,0.00016659447616153178
199,-8.152454816987971e-06
200,3.9352663149538306e-05
201,0.00017552859911562502
202,0.00012717990297210938
203,-3.193158029833192e-05
204,-0.00014173722117771898
205,-0.00024420426326244866
206,0.0005516735663112256
207,-0.000553580448544721
208,0.00016407041102756481
209,-0.0003757110603345755
210,5.3436789974539086e-05
211,0.00019281382878985024
212,-8.817190828170357e-05
213,9.432674684542537e-05
214,8.131060510455885e-05
215,0.0007362353143076703
216,3.326456072809474e-06
217,0.00019133217732545586
218,0.00012131800240603851
219,-0.00032608368571988557
220,-0.00011231342546844759
221,-0.00015398149573960836
222,-0.0004131246088216536
223,0.0005287472059242797
224,-0.00031342460893271726
