,0
0,-0.0007244176946068423
1,0.0004243203016269003
2,0.00013226618414681265
3,1.4204855074505879e-05
4,-0.0005083743868865958
5,2.7330106090030753e-05
6,-0.000203368415693256
7,-0.00014018693665870165
8,-0.00031864231879300713
9,-0.0004213052851182945
10,-7.195845523086626e-06
11,6.977552355601771e-05
12,-0.00011349994591776246
13,-0.00019696661365653918
14,0.0007187995497529311
15,0.0007072646422420325
16,-0.0007244176946068423
17,0.0004243203016269003
18,0.00013226618414681265
19,1.4204855074505879e-05
20,-0.0005083743868865958
21,2.7330106090030753e-05
22,-0.000203368415693256
23,-0.00014018693665870165
24,-0.00031864231879300713
25,-0.0004213052851182945
26,-7.195845523086626e-06
27,6.977552355601771e-05
28,-0.00011349994591776246
29,-0.00019696661365653918
30,0.0007187995497529311
31,0.0007072646422420325
32,0.0005439501554461508
33,-0.0002442671197783837
34,-8.919103229585584e-05
35,0.0002861394328731486
36,-0.0004856196542798014
37,0.00029706196523588557
38,0.00037592466084780007
39,0.00011385377242382447
40,-1.1353359944075045e-05
41,-3.0459993112513776e-05
42,0.00011224637428549353
43,0.00013706421083341307
44,-0.0001958253878942167
45,0.00029805614966520275
46,0.00020523673783609924
47,-0.0003458164833624547
48,0.0005439501554461508
49,-0.0002442671197783837
50,-8.919103229585584e-05
51,0.0002861394328731486
52,-0.0004856196542798014
53,0.00029706196523588557
54,0.00037592466084780007
55,0.00011385377242382447
56,-1.1353359944075045e-05
57,-3.0459993112513776e-05
58,0.00011224637428549353
59,0.00013706421083341307
60,-0.0001958253878942167
61,0.00029805614966520275
62,0.00020523673783609924
63,-0.0003458164833624547
64,0.0007513632185162525
65,0.00012881012718036924
66,6.075903828044479e-05
67,-3.6154990026044435e-05
68,0.0002037415281711648
69,0.00021311440301997488
70,4.1453509920316717e-07
71,-0.00044406732006307834
72,6.33913618970886e-05
73,0.00023867960776057103
74,2.04966083770472e-05
75,-0.00022413217370434153
76,-0.00029471807354806496
77,-0.00016190269313149215
78,0.00043328738738320974
79,-5.02381962521702e-05
80,0.0007513632185162525
81,0.00012881012718036924
82,6.075903828044479e-05
83,-3.6154990026044435e-05
84,0.0002037415281711648
85,0.00021311440301997488
86,4.1453509920316717e-07
87,-0.00044406732006307834
88,6.33913618970886e-05
89,0.00023867960776057103
90,2.04966083770472e-05
91,-0.00022413217370434153
92,-0.00029471807354806496
93,-0.00016190269313149215
94,0.00043328738738320974
95,-5.02381962521702e-05
96,-0.0005817438862820374
97,-0.00036239766730880753
98,-0.00011049579112284775
99,-0.0002305876097429424
100,-0.00023380709493443997
101,3.3028733475592704e-05
102,0.00017079632878810446
103,1.117378167958194e-06
104,0.00012474989090115264
105,9.071588405134736e-05
106,0.00022456332120477824
107,-0.0003210476090882799
108,0.0003921151926506549
109,-0.00019103956080149912
110,-2.4968479364031748e-05
111,0.000515495616259768
112,-0.0005817438862820374
113,-0.00036239766730880753
114,-0.00011049579112284775
115,-0.0002305876097429424
116,-0.00023380709493443997
117,3.3028733475592704e-05
118,0.00017079632878810446
119,1.117378167958194e-06
120,0.00012474989090115264
121,9.071588405134736e-05
122,0.00022456332120477824
123,-0.0003210476090882799
124,0.0003921151926506549
125,-0.00019103956080149912
126,-2.4968479364031748e-05
127,0.000515495616259768
128,5.437912845298069e-05
129,-0.0002369877396877956
130,3.3903480451128904e-05
131,4.594301413138494e-06
132,-0.0002446095572320502
133,9.475273878333541e-05
134,0.00029169694663208677
135,0.0007122277199182612
136,6.848555744068678e-05
137,0.0002532754337638078
138,0.0003180392644145503
139,0.00041876618533670453
140,0.0002876213303537843
141,-0.00024595389624340846
142,0.00010743733037082774
143,-7.425836889336077e-05
144,5.437912845298069e-05
145,-0.0002369877396877956
146,3.3903480451128904e-05
147,4.594301413138494e-06
148,-0.0002446095572320502
149,9.475273878333541e-05
150,0.00029169694663208677
151,0.0007122277199182612
152,6.848555744068678e-05
153,0.0002532754337638078
154,0.0003180392644145503
155,0.00041876618533670453
156,0.0002876213303537843
157,-0.00024595389624340846
158,0.00010743733037082774
159,-7.425836889336077e-05
160,-0.0002816722566224283
161,-0.0006112255914552446
162,0.0003410630363548425
163,-0.0007758054688313729
164,0.0002631204354575969
165,-9.731310414665264e-05
166,-0.00018639356574106096
167,-0.0004394181758603749
168,0.00030110823074192596
169,-0.00041291369830719104
170,4.750850754794056e-05
171,0.00017422787313081501
172,-0.00014441292151257064
173,1.5059297407502884e-05
174,0.00036826582904882866
175,-0.00010327249882909851
176,-0.0002816722566224283
177,-0.0006112255914552446
178,0.0003410630363548425
179,-0.0007758054688313729
180,0.0002631204354575969
181,-9.731310414665264e-05
182,-0.00018639356574106096
183,-0.0004394181758603749
184,0.00030110823074192596
185,-0.00041291369830719104
186,4.750850754794056e-05
187,0.00017422787313081501
188,-0.00014441292151257064
189,1.5059297407502884e-05
190,0.00036826582904882866
191,-0.00010327249882909851
192,0.00020331720859593705
193,-0.00021482059954822883
194,-0.00021078840854920573
195,-0.00046664100755114586
196,-0.00011927304202157533
197,-0.00022976795271017396
198,5.9131774921363e-05
199,0.00018683549593344706
200,3.054815776824434e-05
201,3.3990258359147666e-05
202,-9.47084517821191e-05
203,0.00022588670714893062
204,-0.00022323028426638136
205,8.010919487012798e-05
206,0.00013657639421018347
207,0.0005504450998503306
208,0.00020331720859593705
209,-0.00021482059954822883
210,-0.00021078840854920573
211,-0.00046664100755114586
212,-0.00011927304202157533
213,-0.00022976795271017396
214,5.9131774921363e-05
215,0.00018683549593344706
216,3.054815776824434e-05
217,3.3990258359147666e-05
218,-9.47084517821191e-05
219,0.00022588670714893062
220,-0.00022323028426638136
221,8.010919487012798e-05
222,0.00013657639421018347
223,0.0005504450998503306
